CNPJ;RazaoSocial;Ano;Trimestre;ValorDespesas
;;2025;1;432448.12
;;2025;1;1018.04
;;2025;1;482663.79
;;2025;1;385972.71
;;2025;1;772.45
;;2025;1;45751.86
;;2025;1;276.2
;;2025;1;25165.87
;;2025;1;100827.16
;;2025;1;15204.43
;;2025;1;4789.41
;;2025;1;348058.8
;;2025;1;314013.55
;;2025;1;0.0
;;2025;1;108822.41
;;2025;1;2800.0
;;2025;1;43757.25
;;2025;1;2640.7
;;2025;1;22353.85
;;2025;1;106718.57
;;2025;1;350.0
;;2025;1;135429.14
;;2025;1;126568.04
;;2025;1;0.0
;;2025;1;961679.47
;;2025;1;1628.8
;;2025;1;0.0
;;2025;1;1414658.37
;;2025;1;8800.15
;;2025;1;0.0
;;2025;1;0.0
;;2025;1;474078.83
;;2025;1;184.66
