CNPJ;RazaoSocial;Ano;Trimestre;ValorDespesas;RegistroANS;Modalidade;UF;ConflitoCadastro
;;2025;1;102223.76;;;;False
;;2025;1;18995.81;;;;False
;;2025;1;3657.1;;;;False
;;2025;1;54581.8;;;;False
;;2025;1;365647.93;;;;False
;;2025;1;31843.31;;;;False
;;2025;1;350616.54;;;;False
;;2025;1;7955.63;;;;False
;;2025;1;632005.95;;;;False
;;2025;1;485188.89;;;;False
;;2025;1;1213976.68;;;;False
;;2025;1;91245.97;;;;False
;;2025;1;1390754.74;;;;False
;;2025;1;28772.22;;;;False
;;2025;1;2450522.86;;;;False
;;2025;1;85633.24;;;;False
;;2025;1;600201.6;;;;False
;;2025;1;1417.88;;;;False
;;2025;1;690383.39;;;;False
;;2025;1;0.3;;;;False
;;2025;1;208259.66;;;;False
;;2025;1;1494.04;;;;False
;;2025;1;468.51;;;;False
;;2025;1;2220.16;;;;False
;;2025;1;1500634.49;;;;False
;;2025;1;1339249.2;;;;False
;;2025;1;4761.19;;;;False
;;2025;1;638.42;;;;False
;;2025;1;1168.75;;;;False
;;2025;1;4919584.58;;;;False
;;2025;1;6109593.74;;;;False
;;2025;1;1423.12;;;;False
;;2025;1;397666.29;;;;False
;;2025;1;76263.74;;;;False
;;2025;1;1885260.08;;;;False
;;2025;1;34475.32;;;;False
;;2025;1;61543.54;;;;False
;;2025;1;154521.79;;;;False
;;2025;1;2918203.76;;;;False
;;2025;1;889057.56;;;;False
;;2025;1;100.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;2478778.78;;;;False
;;2025;1;113988.18;;;;False
;;2025;1;1453898.82;;;;False
;;2025;1;192062.3;;;;False
;;2025;1;4863778.21;;;;False
;;2025;1;125823.77;;;;False
;;2025;1;106026.22;;;;False
;;2025;1;38057.08;;;;False
;;2025;1;4537021.79;;;;False
;;2025;1;942352.44;;;;False
;;2025;1;5884.51;;;;False
;;2025;1;0.0;;;;False
;;2025;1;5435743.38;;;;False
;;2025;1;168298.39;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;3373957.31;;;;False
;;2025;1;298125.01;;;;False
;;2025;1;108.25;;;;False
;;2025;1;0.0;;;;False
;;2025;1;749102.62;;;;False
;;2025;1;21523.94;;;;False
;;2025;1;1702358.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;4075603.41;;;;False
;;2025;1;459878.44;;;;False
;;2025;1;13702.07;;;;False
;;2025;1;0.0;;;;False
;;2025;1;2162305.91;;;;False
;;2025;1;291943.02;;;;False
;;2025;1;2689518.29;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;202773.89;;;;False
;;2025;1;2816.83;;;;False
;;2025;1;199005.86;;;;False
;;2025;1;9840.5;;;;False
;;2025;1;89345.47;;;;False
;;2025;1;3287.24;;;;False
;;2025;1;2436678.37;;;;False
;;2025;1;13239.97;;;;False
;;2025;1;2619.76;;;;False
;;2025;1;0.0;;;;False
;;2025;1;824593.82;;;;False
;;2025;1;502.67;;;;False
;;2025;1;90247.93;;;;False
;;2025;1;2155.2;;;;False
;;2025;1;181658.79;;;;False
;;2025;1;27737.28;;;;False
;;2025;1;36074.21;;;;False
;;2025;1;14721.53;;;;False
;;2025;1;462682.31;;;;False
;;2025;1;328368.27;;;;False
;;2025;1;0.0;;;;False
;;2025;1;261632.0;;;;False
;;2025;1;383148.74;;;;False
;;2025;1;2819600.49;;;;False
;;2025;1;1591626.16;;;;False
;;2025;1;1835779.4;;;;False
;;2025;1;12960288.89;;;;False
;;2025;1;2217107.85;;;;False
;;2025;1;1439428.74;;;;False
;;2025;1;10229431.34;;;;False
;;2025;1;61329.54;;;;False
;;2025;1;8777417.03;;;;False
;;2025;1;352016.71;;;;False
;;2025;1;191637.93;;;;False
;;2025;1;52633.5;;;;False
;;2025;1;81945.98;;;;False
;;2025;1;454670.98;;;;False
;;2025;1;59860.11;;;;False
;;2025;1;91996.57;;;;False
;;2025;1;597298.29;;;;False
;;2025;1;410457.23;;;;False
;;2025;1;4506.57;;;;False
;;2025;1;9757.06;;;;False
;;2025;1;556353.36;;;;False
;;2025;1;895507.01;;;;False
;;2025;1;4118219.41;;;;False
;;2025;1;27026.8;;;;False
;;2025;1;647637.57;;;;False
;;2025;1;1123609.06;;;;False
;;2025;1;2928797.19;;;;False
;;2025;1;12728714.2;;;;False
;;2025;1;151596.92;;;;False
;;2025;1;791640.42;;;;False
;;2025;1;49530.64;;;;False
;;2025;1;193739.28;;;;False
;;2025;1;8402.43;;;;False
;;2025;1;1585151.15;;;;False
;;2025;1;156930.03;;;;False
;;2025;1;1356230.88;;;;False
;;2025;1;95020.92;;;;False
;;2025;1;174780.5;;;;False
;;2025;1;4216.03;;;;False
;;2025;1;1087097.4;;;;False
;;2025;1;10000.0;;;;False
;;2025;1;712216.46;;;;False
;;2025;1;15785.94;;;;False
;;2025;1;24547.44;;;;False
;;2025;1;1920.28;;;;False
;;2025;1;5979.68;;;;False
;;2025;1;60553.35;;;;False
;;2025;1;13932.06;;;;False
;;2025;1;214.0;;;;False
;;2025;1;173225.61;;;;False
;;2025;1;385500.67;;;;False
;;2025;1;35051.64;;;;False
;;2025;1;118509.56;;;;False
;;2025;1;13535.56;;;;False
;;2025;1;1509606.86;;;;False
;;2025;1;510.01;;;;False
;;2025;1;84400.6;;;;False
;;2025;1;66607.62;;;;False
;;2025;1;837796.16;;;;False
;;2025;1;485.51;;;;False
;;2025;1;41775.6;;;;False
;;2025;1;1070.97;;;;False
;;2025;1;320965.89;;;;False
;;2025;1;134242.12;;;;False
;;2025;1;1156543.58;;;;False
;;2025;1;443810.93;;;;False
;;2025;1;168.76;;;;False
;;2025;1;123.49;;;;False
;;2025;1;517.11;;;;False
;;2025;1;736.92;;;;False
;;2025;1;9972.33;;;;False
;;2025;1;80032.26;;;;False
;;2025;1;5824.82;;;;False
;;2025;1;59788.92;;;;False
;;2025;1;396.42;;;;False
;;2025;1;164160.79;;;;False
;;2025;1;570.16;;;;False
;;2025;1;2290.5;;;;False
;;2025;1;258049.67;;;;False
;;2025;1;359371.58;;;;False
;;2025;1;1196.66;;;;False
;;2025;1;8722.4;;;;False
;;2025;1;129976.2;;;;False
;;2025;1;6935.47;;;;False
;;2025;1;156457.61;;;;False
;;2025;1;539705.49;;;;False
;;2025;1;18410.12;;;;False
;;2025;1;512990.74;;;;False
;;2025;1;256.2;;;;False
;;2025;1;496655.82;;;;False
;;2025;1;49868.61;;;;False
;;2025;1;432448.12;;;;False
;;2025;1;1018.04;;;;False
;;2025;1;482663.79;;;;False
;;2025;1;385972.71;;;;False
;;2025;1;772.45;;;;False
;;2025;1;45751.86;;;;False
;;2025;1;276.2;;;;False
;;2025;1;25165.87;;;;False
;;2025;1;100827.16;;;;False
;;2025;1;15204.43;;;;False
;;2025;1;4789.41;;;;False
;;2025;1;348058.8;;;;False
;;2025;1;314013.55;;;;False
;;2025;1;0.0;;;;False
;;2025;1;108822.41;;;;False
;;2025;1;2800.0;;;;False
;;2025;1;43757.25;;;;False
;;2025;1;2640.7;;;;False
;;2025;1;22353.85;;;;False
;;2025;1;106718.57;;;;False
;;2025;1;350.0;;;;False
;;2025;1;135429.14;;;;False
;;2025;1;126568.04;;;;False
;;2025;1;0.0;;;;False
;;2025;1;961679.47;;;;False
;;2025;1;1628.8;;;;False
;;2025;1;0.0;;;;False
;;2025;1;1414658.37;;;;False
;;2025;1;8800.15;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;474078.83;;;;False
;;2025;1;184.66;;;;False
;;2025;1;17126.16;;;;False
;;2025;1;1590.3;;;;False
;;2025;1;463737.86;;;;False
;;2025;1;149374.74;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;226068.38;;;;False
;;2025;1;128702.38;;;;False
;;2025;1;1783.04;;;;False
;;2025;1;5179536.3;;;;False
;;2025;1;71876.16;;;;False
;;2025;1;6018823.91;;;;False
;;2025;1;397414.26;;;;False
;;2025;1;2472541.92;;;;False
;;2025;1;154980.24;;;;False
;;2025;1;71951771.98;;;;False
;;2025;1;889565.47;;;;False
;;2025;1;102094.15;;;;False
;;2025;1;0.0;;;;False
;;2025;1;26540493.4;;;;False
;;2025;1;139098.54;;;;False
;;2025;1;1289387.13;;;;False
;;2025;1;7534.31;;;;False
;;2025;1;2460130.76;;;;False
;;2025;1;682.52;;;;False
;;2025;1;186269.04;;;;False
;;2025;1;0.0;;;;False
;;2025;1;7836407.65;;;;False
;;2025;1;109168.68;;;;False
;;2025;1;2729.23;;;;False
;;2025;1;0.0;;;;False
;;2025;1;21732157.56;;;;False
;;2025;1;49655.05;;;;False
;;2025;1;45694109.01;;;;False
;;2025;1;232493.52;;;;False
;;2025;1;67976.03;;;;False
;;2025;1;0.0;;;;False
;;2025;1;15287999.74;;;;False
;;2025;1;11063.14;;;;False
;;2025;1;3109361.9;;;;False
;;2025;1;150695.5;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;7791124.62;;;;False
;;2025;1;1275.88;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;20171.45;;;;False
;;2025;1;0.0;;;;False
;;2025;1;106933.92;;;;False
;;2025;1;0.0;;;;False
;;2025;1;13930.42;;;;False
;;2025;1;0.0;;;;False
;;2025;1;840176.43;;;;False
;;2025;1;0.0;;;;False
;;2025;1;2760.0;;;;False
;;2025;1;110298.89;;;;False
;;2025;1;1050158.51;;;;False
;;2025;1;178.29;;;;False
;;2025;1;105271.99;;;;False
;;2025;1;84144.25;;;;False
;;2025;1;4086235.43;;;;False
;;2025;1;5884.43;;;;False
;;2025;1;63203.45;;;;False
;;2025;1;21.1;;;;False
;;2025;1;5306.43;;;;False
;;2025;1;442987.4;;;;False
;;2025;1;63113.89;;;;False
;;2025;1;332790.82;;;;False
;;2025;1;2054615.23;;;;False
