CNPJ;RazaoSocial;Ano;Trimestre;ValorDespesas;RegistroANS;Modalidade;UF;ConflitoCadastro
;;2025;1;2756.82;;;;False
;;2025;1;22365.26;;;;False
;;2025;1;362409.1;;;;False
;;2025;1;34891.0;;;;False
;;2025;1;25248.5;;;;False
;;2025;1;263717.41;;;;False
;;2025;1;14390.0;;;;False
;;2025;1;39283.42;;;;False
;;2025;1;115406.7;;;;False
;;2025;1;262283.82;;;;False
;;2025;1;16293.77;;;;False
;;2025;1;393054.51;;;;False
;;2025;1;12382478.13;;;;False
;;2025;1;79449.69;;;;False
;;2025;1;3865081.59;;;;False
;;2025;1;1649937.95;;;;False
;;2025;1;286634.33;;;;False
;;2025;1;29476.28;;;;False
;;2025;1;4254.8;;;;False
;;2025;1;198811.86;;;;False
;;2025;1;3231.22;;;;False
;;2025;1;1509866.4;;;;False
;;2025;1;15556.22;;;;False
;;2025;1;73.2;;;;False
;;2025;1;1117.18;;;;False
;;2025;1;906.1;;;;False
;;2025;1;332.7;;;;False
;;2025;1;480.24;;;;False
;;2025;1;60147.57;;;;False
;;2025;1;238500.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;410896.83;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;822341.43;;;;False
;;2025;1;84.32;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;150225.61;;;;False
;;2025;1;0.0;;;;False
;;2025;1;32361.49;;;;False
;;2025;1;4476.29;;;;False
;;2025;1;88865.69;;;;False
;;2025;1;170613.31;;;;False
;;2025;1;126657.45;;;;False
;;2025;1;260432.96;;;;False
;;2025;1;50413.49;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;259392.47;;;;False
;;2025;1;4593064.69;;;;False
;;2025;1;206.51;;;;False
;;2025;1;767733.85;;;;False
;;2025;1;126.12;;;;False
;;2025;1;10083833.2;;;;False
;;2025;1;216403.38;;;;False
;;2025;1;1018048.12;;;;False
;;2025;1;4980794.67;;;;False
;;2025;1;61368.96;;;;False
;;2025;1;1556188.91;;;;False
;;2025;1;62855.85;;;;False
;;2025;1;244.0;;;;False
;;2025;1;8952492.19;;;;False
;;2025;1;446335.46;;;;False
;;2025;1;211141.91;;;;False
;;2025;1;55911.62;;;;False
;;2025;1;326272.11;;;;False
;;2025;1;173769.02;;;;False
;;2025;1;1584.16;;;;False
;;2025;1;181396.96;;;;False
;;2025;1;512.09;;;;False
;;2025;1;8386.82;;;;False
;;2025;1;428905.04;;;;False
;;2025;1;16068.37;;;;False
;;2025;1;1600728.17;;;;False
;;2025;1;6746.51;;;;False
;;2025;1;31333.81;;;;False
;;2025;1;3280404.49;;;;False
;;2025;1;6525.0;;;;False
;;2025;1;144197.8;;;;False
;;2025;1;4320.0;;;;False
;;2025;1;7745.0;;;;False
;;2025;1;286083.4;;;;False
;;2025;1;515.96;;;;False
;;2025;1;110.25;;;;False
;;2025;1;115.0;;;;False
;;2025;1;22219.34;;;;False
;;2025;1;495982.28;;;;False
;;2025;1;230.0;;;;False
;;2025;1;27663.97;;;;False
;;2025;1;3513038.93;;;;False
;;2025;1;579094.72;;;;False
;;2025;1;211.43;;;;False
;;2025;1;877716.69;;;;False
;;2025;1;6.3;;;;False
;;2025;1;44744.94;;;;False
;;2025;1;1359251.11;;;;False
;;2025;1;27057.99;;;;False
;;2025;1;107334.65;;;;False
;;2025;1;12850381.36;;;;False
;;2025;1;110913.78;;;;False
;;2025;1;5810653.48;;;;False
;;2025;1;11694320.92;;;;False
;;2025;1;43832.38;;;;False
;;2025;1;6914009.64;;;;False
;;2025;1;66856.01;;;;False
;;2025;1;3030710.09;;;;False
;;2025;1;5647937.15;;;;False
;;2025;1;175878.25;;;;False
;;2025;1;11119272.8;;;;False
;;2025;1;172301.4;;;;False
;;2025;1;3837758.86;;;;False
;;2025;1;7923134.37;;;;False
;;2025;1;4491189.36;;;;False
;;2025;1;0.0;;;;False
;;2025;1;57552643.2;;;;False
;;2025;1;0.0;;;;False
;;2025;1;207001.29;;;;False
;;2025;1;33926639.44;;;;False
;;2025;1;0.0;;;;False
;;2025;1;3924013.8;;;;False
;;2025;1;47607389.71;;;;False
;;2025;1;0.0;;;;False
;;2025;1;7489309.48;;;;False
;;2025;1;564.0;;;;False
;;2025;1;73832050.99;;;;False
;;2025;1;581507.81;;;;False
;;2025;1;147876.79;;;;False
;;2025;1;39625791.48;;;;False
;;2025;1;99607.75;;;;False
;;2025;1;273283.27;;;;False
;;2025;1;43087422.82;;;;False
;;2025;1;40456.33;;;;False
;;2025;1;1003.11;;;;False
;;2025;1;160577.16;;;;False
;;2025;1;71334751.73;;;;False
;;2025;1;9902.04;;;;False
;;2025;1;9297.68;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;179759.68;;;;False
;;2025;1;11893.94;;;;False
;;2025;1;2498416.31;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;212798.34;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;19689.48;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;618159.31;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;3474243.16;;;;False
;;2025;1;2457162.3;;;;False
;;2025;1;4566558.93;;;;False
;;2025;1;3928.33;;;;False
;;2025;1;3953.33;;;;False
;;2025;1;9.29;;;;False
;;2025;1;9578.21;;;;False
;;2025;1;2251266.29;;;;False
;;2025;1;1525.44;;;;False
;;2025;1;1052789.39;;;;False
;;2025;1;1059021.51;;;;False
;;2025;1;2095.37;;;;False
;;2025;1;395600.43;;;;False
;;2025;1;67.23;;;;False
;;2025;1;161208.04;;;;False
;;2025;1;171831.63;;;;False
;;2025;1;25486.49;;;;False
;;2025;1;3905.88;;;;False
;;2025;1;36117.74;;;;False
;;2025;1;10737836.73;;;;False
;;2025;1;23671.43;;;;False
;;2025;1;5200858.75;;;;False
;;2025;1;4787629.21;;;;False
;;2025;1;5882.28;;;;False
;;2025;1;3904130.32;;;;False
;;2025;1;1926.9;;;;False
;;2025;1;1561898.62;;;;False
;;2025;1;1816788.54;;;;False
;;2025;1;2235649.42;;;;False
;;2025;1;1350.0;;;;False
;;2025;1;435010.25;;;;False
;;2025;1;588609.88;;;;False
;;2025;1;1581313.79;;;;False
;;2025;1;273221.3;;;;False
;;2025;1;438855.71;;;;False
;;2025;1;120.75;;;;False
;;2025;1;3090.03;;;;False
;;2025;1;2519103.44;;;;False
;;2025;1;19999.33;;;;False
;;2025;1;2327144.47;;;;False
;;2025;1;6955444.98;;;;False
;;2025;1;1000166.84;;;;False
;;2025;1;144569.39;;;;False
;;2025;1;374763.21;;;;False
;;2025;1;1680720.58;;;;False
;;2025;1;276371.17;;;;False
;;2025;1;24395.99;;;;False
;;2025;1;1217073.08;;;;False
;;2025;1;6446.67;;;;False
;;2025;1;462924.11;;;;False
;;2025;1;53089.83;;;;False
;;2025;1;6819940.56;;;;False
;;2025;1;698374.17;;;;False
;;2025;1;19290.74;;;;False
;;2025;1;2402143.9;;;;False
;;2025;1;54340.73;;;;False
;;2025;1;563693.82;;;;False
;;2025;1;0.0;;;;False
;;2025;1;2717.47;;;;False
;;2025;1;378186.61;;;;False
;;2025;1;0.0;;;;False
;;2025;1;26232.58;;;;False
;;2025;1;532815.36;;;;False
;;2025;1;0.0;;;;False
;;2025;1;1399058.17;;;;False
;;2025;1;14966386.34;;;;False
;;2025;1;614538.17;;;;False
;;2025;1;41094.73;;;;False
;;2025;1;8063397.97;;;;False
;;2025;1;107321.4;;;;False
;;2025;1;445847.05;;;;False
;;2025;1;11253407.39;;;;False
;;2025;1;50889.8;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;8300782.57;;;;False
;;2025;1;736.41;;;;False
;;2025;1;102.54;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;23847231.48;;;;False
;;2025;1;103668627.71;;;;False
;;2025;1;6859981.03;;;;False
;;2025;1;48980617.33;;;;False
;;2025;1;9987388.99;;;;False
;;2025;1;60931329.99;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;46643197.61;;;;False
;;2025;1;504277.13;;;;False
;;2025;1;9976.33;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;1134475.44;;;;False
;;2025;1;16943156.32;;;;False
;;2025;1;99524.01;;;;False
;;2025;1;7219715.24;;;;False
;;2025;1;128383.39;;;;False
;;2025;1;14792406.14;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;32015.96;;;;False
;;2025;1;646438.64;;;;False
;;2025;1;392300.42;;;;False
;;2025;1;1561.39;;;;False
;;2025;1;470127.91;;;;False
;;2025;1;160653.89;;;;False
;;2025;1;879027.21;;;;False
;;2025;1;192926.06;;;;False
;;2025;1;20648.81;;;;False
;;2025;1;2477163.7;;;;False
;;2025;1;3543.91;;;;False
;;2025;1;474324.57;;;;False
;;2025;1;968324.02;;;;False
;;2025;1;15087.64;;;;False
;;2025;1;1162750.02;;;;False
;;2025;1;42975.12;;;;False
;;2025;1;294913.29;;;;False
;;2025;1;17235.42;;;;False
;;2025;1;2266110.72;;;;False
;;2025;1;4517.51;;;;False
;;2025;1;556.0;;;;False
;;2025;1;383.29;;;;False
;;2025;1;245.0;;;;False
;;2025;1;1436.27;;;;False
;;2025;1;4707.49;;;;False
;;2025;1;479335.83;;;;False
;;2025;1;46445.5;;;;False
;;2025;1;3348.21;;;;False
;;2025;1;1169085.6;;;;False
;;2025;1;1110.33;;;;False
;;2025;1;584501.66;;;;False
;;2025;1;46578.65;;;;False
;;2025;1;2566.19;;;;False
;;2025;1;1237765.22;;;;False
;;2025;1;156368.12;;;;False
;;2025;1;1868934.0;;;;False
;;2025;1;103133.77;;;;False
;;2025;1;5202.7;;;;False
;;2025;1;3035698.03;;;;False
;;2025;1;389512.49;;;;False
;;2025;1;10542.38;;;;False
;;2025;1;1325791.23;;;;False
;;2025;1;475544.01;;;;False
;;2025;1;769.35;;;;False
;;2025;1;2125712.21;;;;False
;;2025;1;1016387.32;;;;False
;;2025;1;3734.34;;;;False
;;2025;1;4153527.44;;;;False
;;2025;1;18250.12;;;;False
;;2025;1;298.04;;;;False
;;2025;1;23985.69;;;;False
;;2025;1;2733.09;;;;False
;;2025;1;5466.18;;;;False
;;2025;1;6360.3;;;;False
;;2025;1;27655.28;;;;False
;;2025;1;50749.85;;;;False
;;2025;1;5466.18;;;;False
;;2025;1;8199.27;;;;False
;;2025;1;187.5;;;;False
;;2025;1;43441.84;;;;False
;;2025;1;7478.87;;;;False
;;2025;1;426155.53;;;;False
;;2025;1;22875.05;;;;False
;;2025;1;135811.61;;;;False
;;2025;1;5034.82;;;;False
;;2025;1;194758.14;;;;False
;;2025;1;29056.14;;;;False
;;2025;1;477.1;;;;False
;;2025;1;570976.52;;;;False
;;2025;1;16625.73;;;;False
;;2025;1;483180.89;;;;False
;;2025;1;4695.7;;;;False
;;2025;1;2952.51;;;;False
;;2025;1;568614.68;;;;False
;;2025;1;20586.92;;;;False
;;2025;1;107.26;;;;False
;;2025;1;125425.84;;;;False
;;2025;1;171892.82;;;;False
;;2025;1;143.33;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;0.0;;;;False
;;2025;1;85049.29;;;;False
;;2025;1;24713151.17;;;;False
;;2025;1;8488291.5;;;;False
;;2025;1;1037190.53;;;;False
;;2025;1;380.0;;;;False
;;2025;1;1980.0;;;;False
;;2025;1;7205.46;;;;False
;;2025;1;2339397.24;;;;False
;;2025;1;594820.06;;;;False
;;2025;1;6839959.39;;;;False
;;2025;1;1238399.95;;;;False
;;2025;1;1435120.81;;;;False
;;2025;1;103.96;;;;False
;;2025;1;11746873.14;;;;False
;;2025;1;200.0;;;;False
;;2025;1;1058577.06;;;;False
;;2025;1;54410.0;;;;False
;;2025;1;96477.69;;;;False
;;2025;1;1654.61;;;;False
;;2025;1;220804.03;;;;False
;;2025;1;78574.28;;;;False
;;2025;1;11080575.99;;;;False
;;2025;1;1922782.21;;;;False
;;2025;1;6314.78;;;;False
;;2025;1;3199397.16;;;;False
;;2025;1;346803.01;;;;False
;;2025;1;107857.35;;;;False
;;2025;1;319.41;;;;False
;;2025;1;39298.0;;;;False
;;2025;1;16324.75;;;;False
